epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,744.426,1.11557,0.66915,0.96543,0.93761,0.76068,0.89319,0.50777,1.4639,0.90435,1.11455,0.0003566,0.0003566,0.0003566
85,756.131,1.09722,0.67066,0.96414,0.92715,0.78632,0.89916,0.51089,1.50462,0.92248,1.1295,0.0003368,0.0003368,0.0003368
86,767.781,1.10455,0.66511,0.9627,0.95582,0.7396,0.8849,0.51822,1.44014,0.90758,1.11545,0.000317,0.000317,0.000317
87,779.237,1.10496,0.66278,0.97093,0.94526,0.76068,0.90079,0.52463,1.46558,0.9001,1.12468,0.0002972,0.0002972,0.0002972
88,790.427,1.11001,0.65925,0.95769,0.91639,0.79487,0.90335,0.53266,1.43868,0.87746,1.0978,0.0002774,0.0002774,0.0002774
89,797.334,1.10134,0.66551,0.96041,0.92767,0.7674,0.90151,0.52993,1.48334,0.9099,1.11976,0.0002576,0.0002576,0.0002576
90,804.734,1.0716,0.64914,0.94983,0.91028,0.78049,0.89684,0.51167,1.4713,0.92657,1.1167,0.0002378,0.0002378,0.0002378
91,813.348,1.05514,0.58682,0.98135,0.93525,0.74079,0.89129,0.52286,1.45473,0.96377,1.11374,0.000218,0.000218,0.000218
92,820.067,1.02518,0.56548,0.96854,0.93307,0.77778,0.89579,0.51105,1.49314,0.93956,1.12861,0.0001982,0.0001982,0.0001982
93,826.966,1.01531,0.5573,0.96927,0.94968,0.76923,0.89488,0.52181,1.4703,0.93976,1.1171,0.0001784,0.0001784,0.0001784
94,835.653,1.01302,0.55602,0.96011,0.91079,0.78533,0.89224,0.51238,1.47875,0.97219,1.12909,0.0001586,0.0001586,0.0001586
95,844.387,0.98816,0.54865,0.95006,0.92538,0.77778,0.89552,0.51663,1.45282,0.9799,1.12389,0.0001388,0.0001388,0.0001388
96,853.737,1.00244,0.55079,0.95433,0.90072,0.77778,0.88895,0.52135,1.4654,0.98827,1.12283,0.000119,0.000119,0.000119
97,863.953,0.97433,0.53743,0.94619,0.91095,0.78691,0.89139,0.52361,1.44605,0.94426,1.11252,9.92e-05,9.92e-05,9.92e-05
98,873.865,0.96994,0.52872,0.94621,0.91217,0.80342,0.89387,0.53248,1.45861,0.96555,1.12604,7.94e-05,7.94e-05,7.94e-05
99,882.227,0.96412,0.53984,0.94473,0.90491,0.80342,0.89169,0.51886,1.48715,0.9837,1.13428,5.96e-05,5.96e-05,5.96e-05
100,888.118,0.96245,0.52818,0.93978,0.90991,0.77695,0.89006,0.5187,1.46663,0.97517,1.13233,3.98e-05,3.98e-05,3.98e-05
